geometry,addr:postcode,amenity,healthcare,name,addr:district,addr:full,addr:state,source,website,addr:block,addr:street,longitude,latitude
POINT (80.1937835 12.9823277),600061,hospital,hospital,Bharath Hospital,Chennai,"72, I Main Road,Naganallur",Tamil Nadu,OpenGovernmentData,http://www.bharathhospital.in,,Nanganallur 1st Main Road,80.1937835,12.982327699999995
POINT (80.2582785 13.0382607),600004,hospital,hospital,Trinity Acute Care Hospital - Chennai,Chennai,"No:33, Near Alwarpet Signal, Mylapore, Desikan Road",Tamil Nadu,OpenGovernmentData,,Chennai Zone Ix,,80.2582785,13.0382607
POINT (80.2269866 13.0274436),600015,hospital,hospital,Balakrishna Eye Hospital,Chennai,"11, Sastri 1st Cross Street, Kaveri Nagar Saidapet",Tamil Nadu,OpenGovernmentData,,,,80.2269866,13.027443599999996
POINT (80.1504859 13.1190773),600010,hospital,hospital,Dr Rabindran's Health Care Center,Chennai,"212 Mth Road, Ambattur",Tamil Nadu,OpenGovernmentData,,,,80.1504859,13.1190773
POINT (80.2655232 13.026013),600028,hospital,hospital,B.S.S. Hospital,Chennai,"200, Ramakrishnan Mutt Road, Mandaveli",Tamil Nadu,OpenGovernmentData,,,,80.2655232,13.026013
POINT (80.2454831 13.0519442),600034,hospital,hospital,B.R.S. Hospital Pvt. Ltd.,Chennai,"No: 28, Cathedral Gardens Road, Next Hotel Palm Grove, Nungambakkam",Tamil Nadu,OpenGovernmentData,,Chennai Zone Ix,,80.2454831,13.051944199999998
POINT (80.2558136 13.037303),600086,hospital,hospital,Harvey Healthcare Limited,Chennai,"Old No 32, New No 12, Conran Smith Road, Gopalapuram",Tamil Nadu,OpenGovernmentData,,,,80.25581360000001,13.037303
POINT (80.2476483 13.0518247),600034,hospital,hospital,Chitra's Ent Laser Hospital,Chennai,"No.30C, Cathedral Garden Road, Nungambakkam",Tamil Nadu,OpenGovernmentData,,,,80.24764830000001,13.051824699999996
POINT (80.2313016 13.0395483),600017,hospital,hospital,Kottakkal Arya Vaidya Sala,Chennai,"Mangesh Street, T Nagar",Tamil Nadu,OpenGovernmentData,,,,80.2313016,13.0395483
POINT (80.2998984 13.1512288),600019,hospital,hospital,"Rohit Hospital, Tiruvallur",Tiruvallur,"#98/1031, T H Road Kaladipet Chennai Chennai",Tamil Nadu,OpenGovernmentData,,,,80.2998984,13.151228799999998
POINT (80.2146873 13.0405732),600083,hospital,hospital,Je Nesam Hospital,Chennai,"Door No.1, 40Th Street, 1St Floor, Opposite To Jfa, Near Ashok Nagar",Tamil Nadu,OpenGovernmentData,,Chennai Zone X,,80.2146873,13.0405732
POINT (80.2619625 13.0376198),600004,hospital,hospital,Chennai Meenakshi Multispeciality Hospital Ltd,Chennai,"148, Luz Church Road Mylapore",Tamil Nadu,OpenGovernmentData,,,,80.2619625,13.037619799999998
POINT (80.2592924 13.0210394),600028,hospital,hospital,Chennai Skin Foundation and Yesudian Research Institute,Chennai,"No:12/2, Bagirathi Ammal Street, C P Ramasamy Road, R.A.Puram",Tamil Nadu,OpenGovernmentData,,,,80.2592924,13.021039399999994
POINT (80.228278 13.0743327),600032,hospital,hospital,Dr.Mu.Va.Hospital,Chennai,"6,Kanniamman,Koil Street,Shenoy Nagar",Tamil Nadu,OpenGovernmentData,,,,80.228278,13.0743327
POINT (80.1798642 13.0844527),600037,hospital,hospital,Cholayil Sanjeevanam Ayurveda,Tiruvallur,"50, Block 1 1st Flr Amm Towers",Tamil Nadu,OpenGovernmentData,,,,80.17986420000001,13.084452699999998
POINT (80.2927141 13.1456863),600019,hospital,hospital,"Vandana Hospital, Tiruvallur",Tiruvallur,"No.96, Village Street, Tollgate, Sathuma Nagar",Tamil Nadu,OpenGovernmentData,,,,80.2927141,13.1456863
POINT (80.2705644 13.0641326),600002,hospital,hospital,Mysaan Hospital,Chennai,"19/10, Thayar Street, Mount Road",Tamil Nadu,OpenGovernmentData,,,,80.2705644,13.0641326
POINT (80.1979979 13.0462892),600043,hospital,hospital,V H M Hospitals Pvt Ltd,Kanchipuram,"No-4, Lal Bahadur Sastry Street Sathya Garden, Saligramam",Tamil Nadu,OpenGovernmentData,,,,80.1979979,13.0462892
POINT (80.1989025 13.0807741),600040,hospital,hospital,Robin and Robin Health Care,Chennai,162/16 Mangalam Colony 7Th Avennue Anna Nagar,Tamil Nadu,OpenGovernmentData,,,,80.19890250000002,13.0807741
POINT (80.215956 13.0850496),600040,hospital,hospital,West Madras Medical Centre,Chennai,"W-98, Second Avenue Anna Nagar",Tamil Nadu,OpenGovernmentData,,,,80.215956,13.085049599999998
POINT (80.2568208 13.0390564),600018,hospital,hospital,"Kauvery Hospital, Chennai",Chennai,"#81, Ttk Road,Alwarpet",Tamil Nadu,OpenGovernmentData,,,,80.2568208,13.039056400000002
POINT (80.2179844 13.0916495),600040,hospital,hospital,Rathi Med Speciality Hospital,Chennai,"63, Old No. 102, Q Block, 3Road Avenue , Annanagar",Tamil Nadu,OpenGovernmentData,,,,80.2179844,13.0916495
POINT (80.255186 12.9507835),600115,hospital,hospital,Santhi Hospital,Chennai,"#18, East Coast Road,Near Neelangarai Bus Stop,Neelangarai",Tamil Nadu,local knowledge,,,East Coast Road SH49,80.255186,12.950783500000002
POINT (80.2159721 13.08497),600040,hospital,hospital,Sunder Eye Hospital,Chennai,"W - 98, Second Avenue West Madras Medical Centre",Tamil Nadu,OpenGovernmentData,,,,80.21597210000002,13.08497
POINT (80.2636349 13.0435469),600004,hospital,hospital,Laksha Hospital,Chennai,"No.15, P.S.Sivasamy Salai Road, P.S.Sivasamy Salai",Tamil Nadu,OpenGovernmentData,http://www.lakshahospitals.com/,,,80.2636349,13.0435469
POINT (80.2087516 13.1368213),600099,hospital,hospital,"Lake View Hospital, Tiruvallur",Tiruvallur,"#100 A, Perambur -Redhills Road ,Near Secretariat Colony Bus Stop,Lakshmipuram",Tamil Nadu,OpenGovernmentData,,,,80.2087516,13.1368213
POINT (80.2547595 13.0893773),600007,hospital,hospital,Narayanaa Hospital,Chennai,"No.18, Tana Street, Purasawalkam",Tamil Nadu,OpenGovernmentData,,,,80.2547595,13.0893773
POINT (80.2623196 13.0269457),600028,hospital,,Janamma Hospital,Chennai,"38/56, Near Bank Of Baroda, Venkata Krishna Road, Jeth Nagar, Mandaveli",Tamil Nadu,OpenGovernmentData,,Chennai Zone Ix,,80.2623196,13.0269457
POINT (80.253244 13.0821536),600084,hospital,hospital,"Noble Hospital, Chennai",Chennai,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Tamil Nadu,OpenGovernmentData,,,,80.253244,13.082153600000002
POINT (80.2934799 13.1354513),600081,hospital,hospital,"J.K. Hospital, Chennai",Chennai,"New No.303,Old No.99, T.H.Road",Tamil Nadu,OpenGovernmentData,,,,80.2934799,13.1354513
POINT (80.2622388 13.0222055),600028,hospital,hospital,Indira Eye Hospital,Chennai,No 5 School View Road R K Nagar,Tamil Nadu,OpenGovernmentData,,,,80.2622388,13.022205499999998
POINT (80.2057502 13.0766658),600006,hospital,,Indian Hospitals,Chennai,"No. 1051, P.H.Road, Arumbakkam",Tamil Nadu,OpenGovernmentData,,,,80.2057502,13.0766658
POINT (80.2952072 13.1119458),600013,hospital,hospital,Diabetes Research Centre and M.V.Hospital For Diabetes,Chennai,"No.4, West Mada Church Street",Tamil Nadu,OpenGovernmentData,https://www.mvdiabetes.com/,,,80.2952072,13.111945799999996
POINT (80.2551001 12.9504267),600041,hospital,hospital,"Vasan Eye Care Hospital, Neelankarai",Chennai,"No 20, Thamirabarani Towers, Ecr Road, Kabaliswarer Nagar, Neelankarai",Tamil Nadu,OpenGovernmentData,,,,80.2551001,12.9504267
POINT (80.2459216 13.0776912),600010,hospital,hospital,Apollo First Medical Foundation,Chennai,"154, Poonta Nala High. Road,Kilpauk, Near , K.Mc. Hospital",Tamil Nadu,OpenGovernmentData,,,,80.2459216,13.0776912
POINT (80.2357346 13.0739408),600031,hospital,hospital,Josephs Nursing Home,Chennai,"10-A, Dr. Guruswamy Road, Chetpet",Tamil Nadu,OpenGovernmentData,,,,80.2357346,13.0739408
POINT (80.2603345 12.9958562),600041,hospital,hospital,Jayam Polyclinc,Chennai,"No-58, M G Road, Thiruvanmiyur",Tamil Nadu,OpenGovernmentData,,,,80.2603345,12.9958562
POINT (80.2415295 13.0778545),600010,hospital,hospital,Jayadev Polyclinic Hospital,Chennai,"No : 814, Poonamallee High Road ., Kilpauk",Tamil Nadu,OpenGovernmentData,,,,80.2415295,13.0778545
POINT (80.2302911 13.0600349),600094,hospital,hospital,Kummaran Eye Speciality Centre,Chennai,"67/79, Choolaimedu High Road",Tamil Nadu,OpenGovernmentData,http://www.kumaraneyecare.in/,,,80.2302911,13.060034900000002
POINT (80.2421558 13.1282303),600060,hospital,hospital,Kvt Health Centre,Chennai,"Moolakadai Junction, Moolkadai, Gnt Road, Moolakadai",Tamil Nadu,OpenGovernmentData,,Chennai Zone Iv,,80.2421558,13.128230300000002
POINT (80.2916855 13.1302259),600081,hospital,hospital,Ezhil Hospital,Chennai,"583, Thiruvottiyur High Road, Near Apollo, Tondiarpet",Tamil Nadu,OpenGovernmentData,,Chennai Zone I,,80.2916855,13.130225899999996
POINT (80.220851 13.0842489),600102,hospital,hospital,Premier Health Center,Chennai,"B-Block,1/2 Second Avenue,Anna Nagar",Tamil Nadu,OpenGovernmentData,,,,80.22085100000001,13.0842489
POINT (80.2527237 13.0731975),600031,hospital,hospital,Vasantha Subramanian Hospitals Pvt Ltd,Chennai,"13, East Spurtank Road, Chetpet",Tamil Nadu,OpenGovernmentData,,,,80.2527237,13.0731975
POINT (80.2812195 13.1109009),600021,hospital,hospital,"Vasan Eye Care Hospital, Tondiarpet",Chennai,"New No 976, Old No 447, T H Road,Old Washermenpet, Opp To Nirmala Silks,Tondiarpet",Tamil Nadu,OpenGovernmentData,,,,80.2812195,13.110900899999995
POINT (80.2220044 13.0461063),600024,hospital,hospital,Madras Poly Clinic and R.R. Scan,Chennai,5 Kannadasan St.Ranga Rajapuram,Tamil Nadu,OpenGovernmentData,,,,80.2220044,13.046106300000002
POINT (80.1747546 13.0411063),600087,hospital,,"Vasan Eye Care Hospital, Valasaravakkam",Tiruvallur,"No 50, Arcot Road, Valasaravakkam",Tamil Nadu,OpenGovernmentData,,,,80.1747546,13.041106299999996
POINT (80.2576911 13.0535505),600086,hospital,hospital,Life Medhospital,Chennai,"32/12, Next To Gopalapuram Boys High School Play Ground, Gopalapuram, Conran Smith Road",Tamil Nadu,OpenGovernmentData,,Chennai Zone Ix,,80.25769110000002,13.053550499999998
POINT (80.2421169 13.0884107),600019,hospital,hospital,"K.M. Hospitals, Chennai",Tiruvallur,"No.167,E.H.Road,Vyasarpadi,Sharma Nagar,Chennai",Tamil Nadu,OpenGovernmentData,,,,80.2421169,13.0884107
POINT (80.2357775 13.0741955),600031,hospital,hospital,Zubeda Hospitals Ltd.,Chennai,"# 10, Dr. Guruswamy Road",Tamil Nadu,OpenGovernmentData,,,,80.2357775,13.074195499999998
POINT (80.2740124 13.0584745),600005,hospital,hospital,RR Multispeciality Hospital,Chennai,"Near Rathna Cafe Hotel, Triplicane, T.H. Road",Tamil Nadu,OpenGovernmentData,,Chennai Zone Ix,,80.2740124,13.058474500000004
POINT (80.2367672 13.0743836),600001,hospital,hospital,Dr.Manju Kulkarni Hospital,Chennai,"No,18,Nowroji Road",Tamil Nadu,OpenGovernmentData,,,,80.2367672,13.074383599999996
POINT (80.2241461 13.0473239),600024,hospital,hospital,S.V. Bone And Joint Hospital,Chennai,"New No: 177, Old No:77, Rangarajapuram Road, Kodambakkam",Tamil Nadu,OpenGovernmentData,,,,80.2241461,13.0473239
POINT (80.1927643 12.9652266),600091,hospital,hospital,Sri G.M. Hospital,Kanchipuram,"#.39, Sabari Salai,Madipakkam",Tamil Nadu,OpenGovernmentData,,,,80.1927643,12.965226599999996
POINT (80.2362643 13.0981213),600023,hospital,hospital,Sri Eshodha Hospital,Chennai,"No.46, Konnur High Road Ayanavaram",Tamil Nadu,OpenGovernmentData,,,,80.2362643,13.0981213
POINT (80.1851381 12.97853),600061,hospital,hospital,Srichakara Multispeciality Hospital,Kancheepuram,"Chennai, No 1 Civil Aviation Colony, 100 Feet Road, Nanganallur",Tamil Nadu,OpenGovernmentData,,,,80.1851381,12.97853
POINT (80.2328438 13.1160177),600011,hospital,hospital,Abhijay Hospital,Chennai,"No.22/2, E.S.I.Hospital Road",Tamil Nadu,OpenGovernmentData,https://www.abhijayhospital.com/,,,80.2328438,13.1160177
POINT (80.2778479 13.0350623),600004,hospital,hospital,"Sinus And Nose Hospital - Mylapore, Chennai",Chennai,"35 A, Santhome High Road, Marina Beach",Tamil Nadu,OpenGovernmentData,,,,80.2778479,13.035062299999998
POINT (80.1904562 12.9697917),600091,hospital,hospital,Sibi Hospital,Kanchipuram,"Plot No. 5, Medavakkam Main Road, , Madipakkam,Near Madipakkam Koot Oad",Tamil Nadu,OpenGovernmentData,,,,80.1904562,12.969791700000002
POINT (80.185987 12.9857914),600 061,hospital,hospital,Sri Venkateshwara`s C.M. Hospital,Chennai,"No.1, 47th Street, 5th Main Road",Tamil Nadu,OpenGovernmentData,https://cmhospital.in/,,,80.185987,12.985791399999998
POINT (80.2466847 13.1100467),600011,hospital,hospital,Srinivas Priya Hospital (P) Ltd,Chennai,"Old No.89,& New No.106 Pate Road Perambur, (Near Perambur Railway Station), Patel Road",Tamil Nadu,OpenGovernmentData,,,,80.2466847,13.110046699999998
POINT (80.2195783 13.0725279),600029,hospital,hospital,"M.R. Hospital, Chennai",Chennai,"New No. 12 Old No.20, Govindan Street Ayyavoo, Naidu Colony, Aminjikarai",Tamil Nadu,OpenGovernmentData,,,,80.2195783,13.0725279
POINT (80.2336653 13.0810328),600010,hospital,hospital,M. N. Orthopaedic Hospital,Chennai,"No. 14, Bank Street Off New Avadi Road, Kilpauk",Tamil Nadu,OpenGovernmentData,https://www.mnorthohosp.com/,,,80.2336653,13.081032799999996
POINT (80.2956927 13.1121574),600013,hospital,,M V Hospital For Diabetes Pvt Ltd,Chennai,"No-4, West Mada Church Street, Royapuram",Tamil Nadu,OpenGovernmentData,,,,80.2956927,13.1121574
