geometry,amenity,name,addr:postcode,healthcare,addr:district,addr:full,addr:state,source,longitude,latitude
POINT (80.2656477 13.0864725),clinic,Navakar I Care,600012.0,clinic,Chennai,"Periyamedu, Choolai, Chennai",Tamil Nadu,Local Knowledge,80.2656477,13.086472499999996
POINT (80.2409391 13.0719723),clinic,Nandita's Clinic,600031.0,clinic,Chennai,"Chetpet, Chennai",Tamil Nadu,Local Knowledge,80.2409391,13.0719723
POINT (80.257578 13.079584),clinic,Premier Health Centre,600084.0,clinic,Chennai,"Purasaiwakkam, Chennai",Tamil Nadu,Local Knowledge,80.257578,13.079584
POINT (80.233925 13.076912),clinic,Padma Clinic & Nursing Home,600010.0,clinic,Chennai,"Kilpauk, Chennai",Tamil Nadu,Local Knowledge,80.233925,13.076912
POINT (80.2705092 13.0752787),clinic,Vinayagam Clinic,600002.0,clinic,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.2705092,13.075278699999997
POINT (80.2555444 13.074758),clinic,Dr. Ilavarasan Ortho Clinic,600008.0,clinic,Chennai,"Egmore, Chennai",Tamil Nadu,Local Knowledge,80.25554440000002,13.074757999999996
POINT (80.2688425 13.0747088),clinic,Nalam Clinic,600002.0,clinic,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.2688425,13.074708800000002
POINT (80.27068 13.0755581),clinic,Dr. Arjun Thomas Clinic,600002.0,clinic,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.27068,13.0755581
POINT (80.263297 13.082126),clinic,TMM Eye Centre,600007.0,clinic,Chennai,,Tamil Nadu,Local Knowledge,80.263297,13.082126
POINT (80.267898 13.090224),clinic,Vardhman Multispeciality,600112.0,clinic,Chennai,,Tamil Nadu,Local Knowledge,80.267898,13.090224
POINT (80.2684334 13.0750341),clinic,Vembu Clinic,600002.0,clinic,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.2684334,13.075034099999998
POINT (80.257646 13.079529),clinic,Neuro Mind Care Clinic,600084.0,clinic,Chennai,"Egmore, Chennai",Tamil Nadu,Local Knowledge,80.257646,13.079529
POINT (80.267103 13.0763548),clinic,Dr. Sridharan Clinic,600002.0,clinic,Chennai,"Adikesavarpuram, Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.267103,13.076354799999995
POINT (80.2331613 13.0821498),clinic,"Psy Hub, Brain and Behaviour",600010.0,clinic,Chennai,"Kilpauk, Chennai",Tamil Nadu,Local Knowledge,80.2331613,13.082149799999998
POINT (80.2407506 13.070275),clinic,Dr. Sukumar's Skin Clinic,600031.0,clinic,Chennai,"Chetpet, Chennai",Tamil Nadu,Local Knowledge,80.2407506,13.070275
POINT (80.2679228 13.0734625),clinic,Dr. A Manivannan Clinic,600002.0,clinic,Chennai,"Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.2679228,13.073462499999996
POINT (80.2461467 13.0846937),clinic,Dr. Sundar's Homoeopathic Clinic,600010.0,clinic,Chennai,"Kilpauk, Chennai",Tamil Nadu,Local Knowledge,80.2461467,13.0846937
POINT (80.2693127 13.0756085),clinic,Kabeer Clinic,600002.0,clinic,Chennai,"Adikesavarpuram, Chintadripet, Chennai",Tamil Nadu,Local Knowledge,80.2693127,13.0756085
POINT (80.2212904 13.1244332),clinic,Kottakkal Arya Vaidya Sala Clinic,600099.0,clinic,Chennai,"Somanathapuram, Kolathur",Tamil Nadu,Local Knowledge,80.2212904,13.1244332
POINT (80.2254809 13.1161848),clinic,Obg Health Point,600082.0,clinic,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,80.2254809,13.1161848
POINT (80.230222 13.1102844),clinic,Spectrum Pediatric Therapy,600082.0,clinic,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,80.230222,13.110284399999998
POINT (80.2278922 13.1178155),clinic,Hiran Eye Retina Centre,600082.0,clinic,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,80.2278922,13.1178155
POINT (80.2197712 13.1262133),clinic,Annai Eye Clinic,600099.0,clinic,Chennai,"Red Hills Road, Ponniammanmedu",Tamil Nadu,Local Knowledge,80.2197712,13.126213300000002
POINT (80.2239462 13.116713),clinic,GM Nursing Home,600082.0,clinic,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,80.2239462,13.116713
POINT (80.2161334 13.1293965),clinic,Dr. Rao's Clinic,600099.0,clinic,Chennai,Kolathur,Tamil Nadu,Local Knowledge,80.2161334,13.1293965
POINT (80.2123936 13.1224029),clinic,Child Care Clinic,600082.0,clinic,Chennai,"Poompuhar Nagar, Kolathur, Chennai",Tamil Nadu,Local Knowledge,80.2123936,13.1224029
POINT (80.2251062 13.1207062),clinic,G.R Clinic,600082.0,clinic,Chennai,"Lakshmanan Nagar, Kolathur, Chennai",Tamil Nadu,Local Knowledge,80.2251062,13.1207062
POINT (80.2286067 13.1175414),clinic,Maayi Nursing Home,600099.0,clinic,Chennai,"Jawahar Nagar, Perambur, Chennai",Tamil Nadu,Local Knowledge,80.2286067,13.1175414
POINT (80.2174972 13.1272226),clinic,American Dental Care,600082.0,clinic,Chennai,"Vivek Nagar, Kolathur",Tamil Nadu,Local Knowledge,80.2174972,13.1272226
POINT (80.224138 13.116675),clinic,Jaya Eye Clinic,600082.0,clinic,Chennai,"Kolathur, Chennai",Tamil Nadu,Local Knowledge,80.224138,13.116675
POINT (80.2269961 13.1171076),clinic,Elangovan ENT Surgeon,600082.0,clinic,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,80.2269961,13.1171076
POINT (80.2191464 13.1260152),clinic,Cure Plus Clinic,600099.0,clinic,Chennai,"Siva Parvathi Nagar, Kolathur",Tamil Nadu,Local Knowledge,80.2191464,13.126015199999996
POINT (80.2221769 13.12251),clinic,Sugam Ortho Clinic,600099.0,clinic,Chennai,"Anjugam Nagar, Kolathur, Chennai",Tamil Nadu,Local Knowledge,80.2221769,13.12251
POINT (80.2250502 13.116533),clinic,Sendoor Clinic,600082.0,clinic,Chennai,"Perambur, Chennai",Tamil Nadu,Local Knowledge,80.2250502,13.116533
POINT (80.2168565 13.1277489),clinic,Akshita Speciality Clinic,600099.0,clinic,Chennai,"Perambur Red Hills Road, Girija Nagar, Kolathur",Tamil Nadu,Local Knowledge,80.2168565,13.1277489
POINT (80.2210295 13.1220895),clinic,GR Clinic,600082.0,clinic,Chennai,"Santhi Nagar, Kolathur",Tamil Nadu,Local Knowledge,80.2210295,13.122089499999998
POINT (80.218505 13.119731),clinic,G K Clinic,600099.0,clinic,Chennai,"Kolathur, Chennai",Tamil Nadu,Local Knowledge,80.218505,13.119730999999998
POINT (80.2085925 13.0290009),clinic,Veekays Pet Care Clinic,,clinic,,,,,80.2085925,13.0290009
POINT (80.2010012 13.0388056),clinic,Sham's Rheumatic Care Centre,600078.0,clinic,,,,,80.2010012,13.038805600000002
POINT (80.1855413 13.0946251),clinic,Suguna Clinic,600050.0,clinic,,,,,80.1855413,13.094625100000002
POINT (80.1814241 13.095401),clinic,Mohan Clinic,,clinic,,,,,80.1814241,13.095401
POINT (80.1811597 12.9780615),clinic,Government Mini Clinic,,,,,,,80.1811597,12.9780615
POINT (80.1868929 13.1076382),clinic,,600080.0,,,,,,80.1868929,13.1076382
POINT (80.201478 13.1245764),clinic,Trident medicare center,,clinic,,,,,80.201478,13.1245764
POINT (80.2875876 13.0969386),clinic,Sri Lakshmi Clinic,,clinic,,,,,80.2875876,13.096938599999998
POINT (80.2799297 13.0974459),clinic,Kumaran Physiotherapy & Pain Relief Clinic,,clinic,,,,,80.2799297,13.097445900000002
POINT (80.279272 13.0965132),clinic,Mahaveer Health Care Services,,clinic,,,,,80.279272,13.096513200000002
POINT (80.2798213 13.0958069),clinic,G.T. Clinic,,clinic,,,,,80.2798213,13.095806899999996
POINT (80.209299 13.1225226),clinic,,,,,,,,80.209299,13.1225226
POINT (80.2806005 13.0974018),clinic,Sakthi Clinic - Dr. B. Palani,,clinic,,,,,80.2806005,13.0974018
POINT (80.2752345 13.0826233),clinic,Apollo Emergency Medical Centre,,clinic,,,,,80.2752345,13.082623299999996
POINT (80.2576709 13.0061507),clinic,,,clinic,,,,,80.2576709,13.006150699999994
POINT (80.3147634 13.1889086),clinic,Chinnus Blood Testing,,clinic,,,,,80.3147634,13.1889086
POINT (80.3153353 13.1881126),clinic,RG Clinic,,clinic,,,,,80.3153353,13.188112599999998
POINT (80.3150883 13.1877986),clinic,RG Clinic Diabetologist,,clinic,,,,,80.3150883,13.187798600000002
POINT (80.2524798 13.0728153),clinic,The Hive Fertility Centre,,,,,,,80.2524798,13.0728153
POINT (80.2435995 13.0531057),clinic,Capstone Clinic,,,,,,,80.2435995,13.053105699999998
POINT (80.2307333 13.0149516),clinic,Dr Abirami's skincare clinic,,clinic,,,,,80.2307333,13.014951599999998
POINT (80.2145746 13.1295572),clinic,SRI CHAKRA SCANS,,clinic,,,,,80.2145746,13.1295572
POINT (80.2592225 13.0967132),clinic,Vee Kay,,clinic,,,,,80.2592225,13.0967132
POINT (80.1951197 13.0414947),clinic,Sudar Medical Centre,600078.0,clinic,,,,,80.1951197,13.041494699999998
"POLYGON ((80.1481277 13.1218095, 80.1481626 13.1218764, 80.1483632 13.1217769, 80.1483282 13.12171, 80.1481277 13.1218095))",clinic,Iswarya Fertility Center,600053.0,clinic,Chennai,,,,80.1482454360131,13.12179319734408
"POLYGON ((80.2564042 12.9608984, 80.2563873 12.9608135, 80.2564679 12.9607945, 80.2564938 12.9608826, 80.2564042 12.9608984))",clinic,Government Dispensary,600041.0,clinic,,,,,80.25643885705007,12.960847831383791
"POLYGON ((80.2890493 13.0914609, 80.2890483 13.091455, 80.2890379 13.091391, 80.2887932 13.0914256, 80.288807 13.0915124, 80.2888693 13.0915038, 80.2888667 13.091486, 80.2890493 13.0914609))",clinic,KHM Medical Centre,,clinic,,,,,80.288916228163,13.091446434443762
"POLYGON ((80.2844784 13.1029448, 80.2845022 13.1030449, 80.2844826 13.103049, 80.2843117 13.1030881, 80.2842879 13.1029877, 80.2842992 13.1029851, 80.2843822 13.1029664, 80.2844784 13.1029448))",clinic,Mother Diagnostic Centre,,clinic,,,,,80.28439493318454,13.10301629654914
"POLYGON ((80.149764 13.1237156, 80.1498327 13.1239145, 80.1497079 13.1239748, 80.1496305 13.1237684, 80.149764 13.1237156))",clinic,Swathi Fertility Centre,,clinic,,,,,80.14973301212487,13.123842874940385
